text,sentiment
I almost put an arrow through you.,2 stars
"Jambhvan, keep an eye on those two",2 stars
Not if I get it first,2 stars
"And yet, Princess Sita was nowhere",2 stars
Dharini? Kandarpa?,2 stars
He does not know the ways of the world,2 stars
will be unable to resist.,2 stars
There are those that will defy,2 stars
He does not know the ways of the world,2 stars
Sita... Sita...,2 stars
Too much time has passed,2 stars
"that may destroy us.""",2 stars
soon after,2 stars
They are not great warriors.,2 stars
There is something...,2 stars
It's trying to eat me.,2 stars
"What, Angad? What?",2 stars
"Jambhvan, I don't feel so good...",2 stars
But his wings were ruthlessly ripped off,2 stars
I can't fight this for much longer,2 stars
Shurpanakha would have killed me,2 stars
#NAME?,2 stars
"Angad, I would never!",2 stars
will be forfeit.,2 stars
Not if I get it first,2 stars
Not while I am your leader.,2 stars
"Others, unable to live under his tyranny,",2 stars
if I'd merely told him,2 stars
under his foot,2 stars
two different interpretations.,2 stars
She feeds off her power,2 stars
Perhaps you possess something,2 stars
"No, more powerful than him",2 stars
and your voice only makes it worse,2 stars
Even now?,2 stars
under his foot,2 stars
I should have followed him,2 stars
that hasn't already been done?,2 stars
When you are so much more,2 stars
We are so similar.,2 stars
Rarely does the Earth see a creature,2 stars
"Apart from you, you mean?",2 stars
"Nal, I'd stop that if I were you.",2 stars
"It's over, Sugreev.",2 stars
"There are too many memories stirring,",2 stars
will be unable to resist.,2 stars
They could be dangerous.,2 stars
No shiny shields or deadly swords.,2 stars
"If you had come to me,",2 stars
"Seeing drops falling,",2 stars
if I'd merely told him,2 stars
their minds became twisted,2 stars
"Apart from you, you mean?",2 stars
Jambhvan?,2 stars
I almost had him.,2 stars
Hardly even worth it,2 stars
"Half went to Queen Kaushalya,",2 stars
You've leapt so much further,2 stars
We are so similar.,2 stars
Surely this barrier would be no match,2 stars
that hasn't already been done?,2 stars
"Angad, are you...",2 stars
"Oh, that was Jambhvan",2 stars
on the same side for once.,2 stars
"Half went to Queen Kaushalya,",2 stars
"If we don't do his bidding,",2 stars
"Days turned to weeks,",2 stars
We are so similar.,2 stars
I don't think that rock's ever coming down,2 stars
"Oh, that was Jambhvan",2 stars
will be forfeit.,2 stars
They are not at fault. I am,2 stars
Dharini? Kandarpa?,2 stars
Never better.,2 stars
"Prince Angad, you look thirsty.",2 stars
He has few resources himself,2 stars
but I will not help them,2 stars
You've leapt so much further,2 stars
Meant only for yours truly,2 stars
So much further,2 stars
They're just vines,2 stars
We cannot trust their presence in our,2 stars
"This cannot be a coincidence,",2 stars
will be forfeit.,2 stars
"Something's disturbing you,",2 stars
You are too high,2 stars
And then...,2 stars
If Vaali lost...,2 stars
Then?,2 stars
Weeks? How is that possible?,2 stars
I did not know,2 stars
For Ram lost much that day,2 stars
but no lives will be forfeit.,2 stars
She feeds off her power,2 stars
he would not do for her,2 stars
The wind's too loud!,2 stars
Me?,2 stars
"No, Jambhvan!",2 stars
I bet the rakshas has run off,2 stars
She feeds off her power,2 stars
The wind's too loud!,2 stars
Then a quarter to Sumitra,2 stars
"He has grown too powerful, Anjana.",2 stars
under his foot,2 stars
"It's over, Sugreev.",2 stars
forgot his promise to Lord Ram...,2 stars
would not have been enough,2 stars
My brother had lost his way.,2 stars
were asked to bring something,2 stars
Did Shurpanakha do something to me?,2 stars
Vaali has been corrupted.,2 stars
"Jambhvan, I don't feel so good...",2 stars
It would tear out his heart.,2 stars
It's trying to eat me.,2 stars
but no lives will be forfeit.,2 stars
When you are so much more,2 stars
The loss of Sita would destroy him.,2 stars
I would have chopped it,2 stars
"Something's disturbing you,",2 stars
The wind's too loud!,2 stars
"Yet, a kingdom cannot prosper",2 stars
Not if I get it first,2 stars
"Unhand me, Angad! He's about to...",2 stars
if I'd merely told him,2 stars
They found no trace of Princess Sita,2 stars
I can't contain it,2 stars
upon their throats.,2 stars
"likely to death, for a human.",2 stars
Hardly even worth it,2 stars
when he swings it down on our necks!,2 stars
than a stick and a toy.,2 stars
It wasn't right,2 stars
until they become monsters themselves.,2 stars
I will see him suffer the same pain,2 stars
You've leapt so much further,2 stars
But how? The sea looks endless,2 stars
to the vanadevata? They'll be wiped out.,2 stars
of two such beings,2 stars
"Jambhvan, keep an eye on those two",2 stars
It's not them I'm worried about.,2 stars
He should have returned by now.,2 stars
even though his mind is not,2 stars
Angad can take back the throne,2 stars
weeks to months,2 stars
"Better they be destroyed,",2 stars
Something...,2 stars
soon after,2 stars
"I've tried talking to him,",2 stars
Weeks? How is that possible?,2 stars
I sensed as much,2 stars
To lose them both would be unthinkable,2 stars
but no skill in boat-making,2 stars
"We aren't here to hunt demons, Angad.",2 stars
Even now?,2 stars
but I will not help them,2 stars
"Yet, a kingdom cannot prosper",2 stars
it wouldn't stand up against my bow.,2 stars
Never better.,2 stars
No shiny shields or deadly swords.,2 stars
They are not at fault. I am,2 stars
He has that troublesome Jambhvan,2 stars
But no.,2 stars
He has that troublesome Jambhvan,2 stars
He'd already tucked his tail,2 stars
If I had not intervened...,2 stars
I don't know how to save him,2 stars
We don't have that kind of time,2 stars
"I, too, can't do any better",2 stars
I really almost had him,2 stars
Something is weird about this,2 stars
There are voices in the wind,2 stars
Do you... do you hear that?,2 stars
would drink the nectar,2 stars
that hasn't already been done?,2 stars
But his wings were ruthlessly ripped off,2 stars
"And so, we cannot ask for help",2 stars
Hanuman's devotion to Ram is without equal.,2 stars
Never better.,2 stars
soon after,2 stars
"It's over, Sugreev.",2 stars
and its success grows slimmer,2 stars
No shiny shields or deadly swords.,2 stars
"It's almost over, now",2 stars
Better to try something,2 stars
"And then,",2 stars
They could be dangerous.,2 stars
"Unhand me, Angad! He's about to...",2 stars
I would rather die,2 stars
and may soon be extinguished forever.,2 stars
I bet the rakshas has run off,2 stars
I should have followed him,2 stars
It started some time back...,2 stars
under his foot,2 stars
"What, Angad? What?",2 stars
It's over,2 stars
They're not in the right place,2 stars
"He was too stubborn and I couldn't say no,",2 stars
Hanuman's devotion to Ram is without equal.,2 stars
"be so peaceful, so humble?",2 stars
We don't have that kind of time,2 stars
"No, more powerful than him",2 stars
with sadness in her eyes,2 stars
Indra? Agni?,2 stars
Then he took something...,2 stars
I'm worried,2 stars
I am not the warrior he is.,2 stars
since Sita vanished.,2 stars
it burns like the sun,2 stars
He cares too much,2 stars
- We don't have much time,2 stars
I don't know,2 stars
"So, they stole my powers?",2 stars
"Water is not our element, old bear",2 stars
But his wings were ruthlessly ripped off,2 stars
Perhaps you possess something,2 stars
"Angad, I would never!",2 stars
I can't fight this for much longer,2 stars
He should have returned by now.,2 stars
"Few creatures alive could defy him,",2 stars
If Vaali lost...,2 stars
Dangers that would make,2 stars
That is not for me to tell,2 stars
"He could have left me to die,",2 stars
But not here,2 stars
it burns like the sun,2 stars
Hanuman's devotion to Ram is without equal.,2 stars
She feeds off her power,2 stars
There are those that will defy,2 stars
their minds became twisted,2 stars
Something is weird about this,2 stars
until he is dead at my feet.,2 stars
while he crushes Ram's head,2 stars
"for too long, Hanuman",2 stars
to stand by Sugreev?,2 stars
I will see him suffer the same pain,2 stars
were asked to bring something,2 stars
"If we don't do his bidding,",2 stars
But not here,2 stars
Rarely does the Earth see a creature,2 stars
I really almost had him,2 stars
that hasn't already been done?,2 stars
I have to do something.,2 stars
I really almost had him,2 stars
I can't fight this for much longer,2 stars
They could be dangerous.,2 stars
and we have had so little of that,2 stars
And now that time has run out,2 stars
"Mine used to be worse,",2 stars
He does not know the ways of the world,2 stars
"It's almost over, now",2 stars
"Apart from you, you mean?",2 stars
It's too late,2 stars
When you are so much more,2 stars
he would not do for her,2 stars
Did Shurpanakha do something to me?,2 stars
"You think too much of yourself, Ram.",2 stars
then our delay would be,2 stars
They cannot be trusted.,2 stars
lurking nearby or even rakshasas.,2 stars
Or... the day after?,2 stars
Not while I am your leader.,2 stars
In me?,2 stars
Meant only for yours truly,2 stars
They could be dangerous.,2 stars
"For uncountable years,",2 stars
I can't contain it,2 stars
"Jambhvan, keep an eye on those two",2 stars
lurking nearby or even rakshasas.,2 stars
"Wait, Angad.",2 stars
"For a second, I thought his eyes...",2 stars
but no lives will be forfeit.,2 stars
Perhaps you possess something,2 stars
"We aren't here to hunt demons, Angad.",2 stars
Never better.,2 stars
I almost had him.,2 stars
He can't handle the light.,2 stars
"Apart from you, you mean?",2 stars
high? Just a moment. I would've just...,2 stars
"be so peaceful, so humble?",2 stars
if it wasn't for these heroes,2 stars
it wouldn't stand up against my bow.,2 stars
Sugreev? Ruler of the vaanars?,2 stars
I don't understand,2 stars
The wind's too loud!,2 stars
Me?,2 stars
Vaali has gone too far,2 stars
Or dumber. I haven't decided yet.,2 stars
"Water is not our element, old bear",2 stars
There is nothing to worry about.,2 stars
to stand by Sugreev?,2 stars
Forgive me... you are quite old.,2 stars
I should have followed him,2 stars
upon their throats.,2 stars
and your voice only makes it worse,2 stars
King Dashrath lacked the one treasure,2 stars
"Old bear, really?",2 stars
Never better.,2 stars
to the vanadevata? They'll be wiped out.,2 stars
They found no trace of Princess Sita,2 stars
He is too easily taken in,2 stars
She is too gentle a soul,2 stars
He'd already tucked his tail,2 stars
she'll be really upset,2 stars
their minds became twisted,2 stars
"You think too much of yourself, Ram.",2 stars
But how? The sea looks endless,2 stars
I couldn't bear to look,2 stars
Hanuman's devotion to Ram is without equal.,2 stars
he would not do for her,2 stars
soon after,2 stars
Too much time has passed,2 stars
I was not ready. That I should first enjoy,2 stars
It's too late,2 stars
I do believe it would have laughed itself,2 stars
would drink the nectar,2 stars
will be unable to resist.,2 stars
Hardly even worth it,2 stars
Vaali has gone too far,2 stars
"You think too much of yourself, Ram.",2 stars
I can't contain it,2 stars
But not here,2 stars
The two Princes are unlike,2 stars
"And then,",2 stars
"If you had come to me,",2 stars
"It's over, Sugreev.",2 stars
thought I was seem insignificant now.,2 stars
Dharini? Kandarpa?,2 stars
"sea, and there's no other way across it",2 stars
The loss of Sita would destroy him.,2 stars
But not here,2 stars
It's too late,2 stars
